"","A549","HEK293T","K562","HeLa"
"hsa-miR-144-3p",0,0.00846367391157153,0.852343275789046,0
"hsa-miR-144-5p",0,0.0169196646603613,2.98594706732431,0.00597708624218197
"hsa-miR-145-5p",0.0211432618753887,0.0689115372298802,2.40845160022475,0
"hsa-miR-146a-5p",4.09112549863476,0.112278147848986,0.031323610645803,0.0326124106023095
"hsa-miR-146b-3p",0,0,0.171195310079576,0
"hsa-miR-146b-5p",0.203179086079995,0.684225944723717,33.0163252229806,0.704905563874365
"hsa-miR-147b-5p",0.239243855961215,0.0358186765901263,0,0
"hsa-miR-148a-3p",10.863363350737,194.371658392918,68.6769890168973,18.594627895266
"hsa-miR-148a-5p",0.0500647474735905,1.07816293649463,0.570491382239886,0.0373707716365367
"hsa-miR-148b-3p",45.9488761691801,70.0796240022923,28.6756353043064,64.1015545955459
"hsa-miR-148b-5p",0.0465129746873996,0.0440055133619185,0.0205137837166392,0.0237689772410899
"hsa-miR-149-5p",1.44928299873153,3.21857112616465,0.0877284315204865,2.95175809097832
"hsa-miR-150-5p",0.0510636291309996,0.0300456686991689,0.0397234047154534,0.0371298519359931
"hsa-miR-151a-3p",27.1751792772599,15.7122896164472,10.981153555577,13.2828759229879
"hsa-miR-151a-5p",177.535164987732,66.4020539679933,50.3980953135184,77.3962646907717
"hsa-miR-151b",6.88365366889609,0.889328291829141,0.735635065246526,2.70116946604946
"hsa-miR-152-3p",20.6161378703076,6.14560246241865,0.878504640730012,31.11209487537
"hsa-miR-153-3p",0.0471766016768609,0.195655552353945,0.0531611729627961,0.0351731130392958
"hsa-miR-154-3p",2.37245495083118,0,0.0627848395478603,0.0211952370527172
"hsa-miR-155-5p",0.221679029164092,0,0,0
"hsa-miR-15a-3p",0.0101648677545161,0.0305828918298966,0.0449444072133811,0.0294586198167151
"hsa-miR-15a-5p",47.5430901567956,56.8777314148543,37.2587248100501,47.6182149281194
"hsa-miR-15b-3p",0.212799421215563,0.667829441204506,0.697991693716398,0.394645294645648
"hsa-miR-15b-5p",86.8514585493002,155.399305858675,103.106215628964,116.514796005038
"hsa-miR-16-2-3p",1.67108036957391,0.97436768304109,1.21478409628535,1.1075045223962
"hsa-miR-16-5p",335.304421164977,438.991031696269,330.635301775206,356.743261188102
"hsa-miR-17-3p",1.16706629287149,2.68144999381892,7.28094620296251,1.59923507719834
"hsa-miR-17-5p",309.639928395893,1280.19521072155,1831.47326151073,555.128232755931
"hsa-miR-181a-2-3p",1.46723548785062,0.302694319682448,0.0879715335197472,0.955706336686303
"hsa-miR-181a-3p",0.0960783800475782,0.0772111958733966,0,0.0453017483404811
"hsa-miR-181a-5p",36.0114536818023,8.80587025130166,0.181487387846287,25.023670449501
"hsa-miR-181b-3p",0.435183718114895,0.307246029040002,0,0.141700265172937
"hsa-miR-181b-5p",5.28622657869931,2.37427109129242,0.0350320057222617,5.98386624122246
"hsa-miR-181c-5p",0.889637728845659,0.902713506612581,0.0397294052006554,2.01524729852233
"hsa-miR-181d-5p",0.53544159051412,0.618754268756488,0.0169559086699457,1.62469768506364
"hsa-miR-182-3p",0.18691861300679,0.300996037567973,0.369502931099854,0.22250759614052
"hsa-miR-182-5p",114.963158327716,89.7428059008451,99.3533914742669,142.804085219428
"hsa-miR-183-3p",1.0569085052992,1.42194413331202,1.71093489661825,1.8469961238465
"hsa-miR-183-5p",11.2335721837892,9.82288885938929,8.76970948273245,17.9656433875345
"hsa-miR-185-3p",0.0144625121927485,0.0242612822662089,0.120416535296587,0
"hsa-miR-185-5p",5.26851564834923,8.82341563046993,22.5586829963481,6.29741341238169
"hsa-miR-186-5p",0.178945656827117,1.30485147903541,0.617445010429411,0.695234316731285
"hsa-miR-187-3p",0,0.240671481239553,0,0
"hsa-miR-187-5p",0,0.107375197417622,0,0
"hsa-miR-188-5p",0.092908997870339,0.612418043722751,0.145228583832057,0.612015621338877
"hsa-miR-18a-3p",2.18438993383065,6.39004078548754,24.9011209767922,3.38287427400312
"hsa-miR-18a-5p",15.776143765247,138.117220695501,207.977660024264,35.2268826054051
"hsa-miR-18b-5p",0.276953580672019,0.468721835279052,0.448602178400017,0.266397259559177
"hsa-miR-1908-3p",0.0140332247816249,0.0466790670241806,0.0771123240973884,0.0325502816163226
"hsa-miR-1908-5p",1.49105423737313,3.31681142761863,3.69089252328531,0.737373547714444
"hsa-miR-190a-3p",0.0702957518296741,0.0562258507355978,0.00450667461043178,0.143272956687276
"hsa-miR-190a-5p",0.367160686530683,0.261438108520612,0.0318859873120571,0.3450084672944
"hsa-miR-190b-5p",0.137274316148638,0.369840953933358,0.104501123276824,0.137297618677662
"hsa-miR-191-3p",0,0.0298835884428466,0.154775579871453,0.04314490226952
"hsa-miR-191-5p",73.3883499893355,110.532330004428,118.512965232061,160.901502397611
"hsa-miR-1910-3p",0.113331643758083,0.324285084157096,0,0.22804561262933
"hsa-miR-1910-5p",0.0781613229996062,0.285588576741756,0,0.329688670635855
"hsa-miR-1914-5p",0.0388025522748698,0.441832584813472,0.0732920573336665,0.130329000837648
"hsa-miR-1915-3p",0.00451476236999742,0.0182126921813642,0.00853283915464266,0.0408087561883166
"hsa-miR-192-3p",0.34698636550357,0.285300577174079,0.110150249763665,0.102193494637055
"hsa-miR-192-5p",35.7274358105601,15.9128933478675,10.4988363385263,8.91489177374523
"hsa-miR-193a-3p",1.30353968248899,1.3711061861051,0.0561741504801014,2.20398058739063
"hsa-miR-193a-5p",8.20549473588457,10.6735742958588,0.474404853916134,14.4193414541283
"hsa-miR-193b-3p",44.9225457359495,13.6327601627405,7.58854165951068,26.9225603554101
"hsa-miR-193b-5p",7.30730469001675,1.27660848568636,1.95561529724009,3.25260937036502
"hsa-miR-194-5p",51.1560980329648,33.8514807025293,25.1481628404757,19.1855832193901
"hsa-miR-195-5p",3.02888075643615,4.05340182945285,0.740679402746347,3.94533291430103
"hsa-miR-196a-1-3p",0.308320403396545,0.260167192361517,0.152511737460898,0
"hsa-miR-196a-3p",0.0167213558585501,0.0379832215378382,0,0.16560019448316
"hsa-miR-196a-5p",5.23993092696984,17.4705196517079,1.79505420160794,26.5022543557189
"hsa-miR-196b-3p",0.0764209755054372,1.83677155849927,0,0.310418140939289
"hsa-miR-196b-5p",0.79351000591004,15.6633976663347,0.0232017935465676,4.61375092939527
"hsa-miR-197-3p",2.33698764985919,16.7054624928304,7.68211719397084,5.3832580006108
"hsa-miR-197-5p",0.0471259839448057,0.128402704629458,0.204947089522879,0.0439682936812991
"hsa-miR-199a-3p",0.165127996241634,0.605556460263858,0.573931080105456,0.21399060177368
"hsa-miR-19a-3p",78.1471358030317,236.625513618555,383.046230546788,119.69595624856
"hsa-miR-19a-5p",0.0348338833440264,0.0311813772556445,0.130716898355764,0.0532605789695701
"hsa-miR-19b-1-5p",0.148567507848506,0.611185575960516,2.06691871313653,0.250640768928151
"hsa-miR-19b-3p",235.613563747182,581.594185615284,876.049289821652,321.564431545151
"hsa-miR-200a-3p",0.127761603690472,0.00652980201640286,0,0.0200476245395005
"hsa-miR-200b-3p",1.95519185273269,0.247376834261735,0.045682126864296,0.312518096440727
"hsa-miR-200b-5p",0.0760407101218768,0.145861575855359,0.0642621528006004,0.122736147513692
"hsa-miR-200c-3p",1.35766039471228,1.72286256425037,1.18178414292914,0.703321388455788
"hsa-miR-202-3p",0.0092864055004494,0,0.12996177163651,0.00460597708434281
"hsa-miR-202-5p",0.0316174456819865,0.0406407795070565,3.42179314164456,0.012218157731222
"hsa-miR-203a-3p",0.0757947386144086,0.0270059305866187,0,0.834336619150729
"hsa-miR-203a-5p",0.0155093335920024,0,0,0.463648906107252
"hsa-miR-204-5p",0.0033326845707369,0.33968181995348,0.0373086258390019,0.00686380898843242
"hsa-miR-20a-3p",0.33993310651344,1.22328654769761,3.85395715793582,0.441380614435604
"hsa-miR-20a-5p",296.197216978769,882.192468886112,1471.11984192249,399.215036594833
"hsa-miR-20b-5p",0.444496666737652,0.0922882968500679,0.172893146379816,0.0264246301090381
"hsa-miR-21-3p",9.54899251760085,0.0551998354650544,1.72389720291996,2.35961517253367
"hsa-miR-21-5p",1248.70515127042,107.651236672877,323.69922981374,637.034109508401
"hsa-miR-210-3p",2.18890860343513,10.2319633502119,2.64002127743168,10.0385959362326
"hsa-miR-210-5p",0.0450120898811453,0.359662263709735,0.104899092091249,0.282459629030704
"hsa-miR-2110",0.5534717309121,3.12581670609697,0.583943547309674,1.73153864500098
"hsa-miR-2116-3p",0.397905925135701,0.0290865692504636,0.00398147816358301,0.213124957106808
"hsa-miR-212-3p",1.24748772240783,0.766951167816954,0.501903020008645,1.5805207945748
"hsa-miR-214-3p",0.0132369315941043,0.0533214374461104,0.00557274793526395,0
"hsa-miR-215-5p",0.168598212540072,0.512752216164402,0.354656702340087,0.388959136426977
"hsa-miR-216b-5p",0.00781559935916895,0.349613279079503,0,0.118643883697555
"hsa-miR-218-1-3p",0,0.191882588958507,0.0278989943568894,0.013814022948452
"hsa-miR-218-5p",12.5837582412428,248.998566386109,18.316394634258,7.00453789561848
"hsa-miR-219a-1-3p",0.026955503063725,0.102371110354694,0.115532299223835,0.0537201323915046
"hsa-miR-219a-5p",0.318564753532141,0.328254646928281,0.480607404914321,0.314302314868736
"hsa-miR-219b-5p",0.266601956507236,0.493186793917572,0.426751307758644,0.312408864225071
"hsa-miR-22-3p",20.1001638529284,2.09770606004454,3.19556508496824,9.937611924452
"hsa-miR-22-5p",10.3968551796403,1.60199866340338,3.03901083968588,6.57404133425013
"hsa-miR-221-3p",1.20961477028685,3.17462831013487,0.0538575027640715,0.405623927101676
"hsa-miR-221-5p",3.29858594429536,6.57079875623212,0.146488330731239,0.899800597645305
"hsa-miR-222-3p",71.9232510460701,144.618847200441,2.6570345024286,39.3147195450028
"hsa-miR-222-5p",2.12694090821996,3.03520375887808,0.14740895865854,0.281299931720754
"hsa-miR-223-3p",0.178098602396154,1.55962405386459,170.582253385567,0.653946769896336
"hsa-miR-223-5p",0.00689963754184442,0.0428573025100263,7.87677235602632,0.0308034445647459
"hsa-miR-224-3p",15.541640280033,0.961366420302299,6.36618378753841,5.23284223139838
"hsa-miR-224-5p",13.8444964336376,1.08831896269711,8.99147090418815,4.53394294412317
"hsa-miR-2276-3p",0.0776069527354748,0.138366999290845,0,0.0812124504487581
"hsa-miR-2277-3p",0.112819407337331,0.358932445687732,0.0300909973681732,0.315601197702235
"hsa-miR-2277-5p",0.00488902882375833,0.103879199413506,0.0119879154226357,0.00810293897409738
"hsa-miR-2355-5p",0.428420886333376,0.302325703828747,0,0.13744995806195
"hsa-miR-23a-3p",321.933085433206,63.7910397473209,127.383268836591,499.248899949457
"hsa-miR-23a-5p",0.0263281149314037,0,0.0215233138707114,0.0707371466914238
"hsa-miR-23b-3p",236.132126965101,57.8858786999923,24.2414946048888,99.0724105454407
"hsa-miR-23b-5p",3.16511446184382,0.491431921502364,0.454928451639754,0.587239352792682
"hsa-miR-23c",1.32284455523903,0.0306898992646147,0.00438234371247618,0.287267851498562
"hsa-miR-24-1-5p",3.5500235995359,0.459311622844916,0.205738418871147,1.02892349335452
"hsa-miR-24-2-5p",11.258496448525,0.885528766003551,2.36014780562616,19.1279715876096
"hsa-miR-24-3p",123.384040905801,16.0992425112181,11.9839261955888,147.102420535018
"hsa-miR-25-3p",56.3535419012665,106.441031424359,108.210731641583,73.4084477029603
"hsa-miR-25-5p",3.86316215690091,2.24877093313808,5.43023337723521,1.71268500914332
"hsa-miR-2682-3p",0.0410702830846748,0,0,0.0148976210089972
"hsa-miR-2682-5p",0.270322221220943,0,0,0.0701321652597749
"hsa-miR-26a-1-3p",0.0612061483661782,0.12473994985982,0.126854684466472,0.0574615567945631
"hsa-miR-26a-2-3p",0.103769986625556,0.085275648029821,0.0922851391522311,0.0554945923516089
"hsa-miR-26a-5p",184.981741830705,187.842488992432,131.302130699404,211.287383629396
"hsa-miR-26b-3p",0.0855789652209543,0.151945226013095,0.201508395135561,0.216944060138102
"hsa-miR-26b-5p",130.42577680402,163.497952075276,163.905945942528,243.546952926225
"hsa-miR-27a-3p",400.635129158856,23.5505929568905,62.5502412136858,477.071591923846
"hsa-miR-27a-5p",1.96697859428348,0.0435937746253642,0.776413931286177,2.49878418998747
"hsa-miR-27b-3p",583.641982454918,98.8646697175509,40.4395689826105,200.16032412335
"hsa-miR-27b-5p",10.8305119452221,0.855804826248541,0.693580067405327,1.17659608283543
"hsa-miR-28-3p",1.29107498236895,0.656410025929943,0.0034813195872269,0.869447366461499
"hsa-miR-28-5p",4.86821877733765,2.20972810970039,0.00371553423994846,2.82262352028558
"hsa-miR-296-3p",0,0.0311317000361819,0.00732254500783284,0.271943134867019
"hsa-miR-296-5p",0.0402287042347136,5.69288219284818,0.495713873184929,16.9745548865738
"hsa-miR-299-5p",2.57930319691585,0,0.0438394473896814,0
"hsa-miR-29a-3p",56.7941664221865,2.40934245354259,2.27420429855354,28.8346173466386
"hsa-miR-29a-5p",0.0266371718093399,0,0,0.0241620292176155
"hsa-miR-29b-1-5p",1.03426572164861,0.023236545733533,0.0440117389074337,0.284055536257166
"hsa-miR-29b-2-5p",0.242585105338758,0.216870927205175,0.0847125916050055,0.172271348274577
"hsa-miR-29b-3p",233.969365293952,17.5010742266061,11.5417505792586,128.705411211096
"hsa-miR-29c-3p",1.16101564926448,1.05532302789915,0.29306362503465,0.697873561366352
"hsa-miR-29c-5p",0.0236545158070043,0.0883789845106258,0.0231946708054057,0.0239246660131647
"hsa-miR-301a-3p",6.24809029149922,27.5473811137645,6.44239261981652,12.1103641090145
"hsa-miR-301a-5p",0.0352064294495767,0.12569617293542,0.0395461117236263,0.0500576706385955
"hsa-miR-301b-3p",0.26594156201722,1.07715659578961,2.27875866424762,1.01457784146406
"hsa-miR-301b-5p",0.00934600123345483,0.0542960517424906,0.226875523564291,0.0204104043258371
"hsa-miR-3064-3p",0.0901591837901786,0.0832153009036911,0.0228956536643908,0.0921300954535664
"hsa-miR-3065-3p",0.0342411961385187,0.258871697159168,0.0423768903916633,0.0641201062394844
"hsa-miR-3065-5p",0.105455171361508,0.855204130429675,0.125627374699098,0.207483596131803
"hsa-miR-3074-3p",0.0323399380705204,0.123173378886662,0.013971457793257,0.0743899332942499
"hsa-miR-3074-5p",0.0344385163576762,0.715725084861525,0.297753613384958,0.287403407745813
"hsa-miR-30a-3p",24.1671105928794,8.06273437908768,0.120458314826306,27.7248079730957
"hsa-miR-30a-5p",158.62155776806,43.9858382947567,1.0726291731607,187.285823645327
"hsa-miR-30b-5p",108.505706546477,125.195894873279,78.9988776396598,87.8082061032104
"hsa-miR-30c-2-3p",0.0212805918393401,0,0,0.0406279616156736
"hsa-miR-30c-5p",171.055218625382,151.431848847319,102.780078897236,250.704658973942
"hsa-miR-30d-3p",0.331698688068835,0.837292349391659,0.5064123337206,0.316939478136996
"hsa-miR-30d-5p",111.571636418006,144.964556950612,93.0079263835724,96.8233958924219
"hsa-miR-30e-3p",7.25436768170264,9.85267803658783,11.528927054943,9.11376570927261
"hsa-miR-30e-5p",29.3116965846029,30.7848254563283,33.5404837189681,41.735406131353
"hsa-miR-31-3p",57.5096654565472,6.1284845961681,0.181168580070804,52.0777642265525
"hsa-miR-31-5p",397.028284408628,49.8634139828189,2.36974469377872,326.250284280632
"hsa-miR-3115",0.0343793796097834,0.115630884916948,0.0613709344978822,0.0625780967485733
"hsa-miR-3121-3p",0.0147604593760152,0.00837563026617753,0.00853942185371608,0.0195273494413722
"hsa-miR-3126-5p",0.00804931673596576,0.0181857541894557,0,0.0303185353760426
"hsa-miR-3129-3p",0.211793680942151,0.00726786441072156,0,0
"hsa-miR-3130-5p",0.130851378408502,0.263752110823584,0.192266169308346,0.0859490371544141
"hsa-miR-3140-5p",0.0177491264480363,0.0422324284871517,0.0119387069803783,0.0343291902917436
"hsa-miR-3143",0.00888284619405891,0.0283385595652056,0.0394955297620916,0.0279805203354257
"hsa-miR-3144-5p",0.0560321442278873,0.542763951152574,0.0276480799703436,0.0107337043878864
"hsa-miR-3145-5p",0.0108770544371547,0.0339447806854746,0,0.0430292987165435
"hsa-miR-3146",0.0187332416747976,0.0259181381811927,0.00946696532499572,0.00528421409733205
"hsa-miR-3150a-5p",0.0292343203470024,0.0551863782747783,0.0501190560136424,0.01420427613177
"hsa-miR-3157-3p",0.0130625465082925,0.126991463979694,0.0607932376599883,0.0597558300535477
"hsa-miR-3157-5p",0.471176948338188,1.38590141929216,1.0333141857186,0.42173134376312
"hsa-miR-3158-5p",0.0117669606894929,0.0566632353607065,0.0144740176588056,0
"hsa-miR-3165",0.0413148043238934,0.0535846180171053,0.0664011086119436,0.0544388047583033
"hsa-miR-3173-3p",0.017855703350799,0.027851390427879,0.00450009360194692,0.0049382155165645
"hsa-miR-3173-5p",0.0563679053958026,0.0553626896973775,0.0212030901574886,0.0368361476891306
